LA Name,School Name,Address 1,Address 2,Address 3,Post code,Phone
 Aberdeenshire , Stuartfield School , Stuartfield , Peterhead , ABERDEENSHIRE , AB42 5HP , 01771 624223 
 Aberdeenshire , Fyvie School , Main Street , Fyvie Turriff , ABERDEENSHIRE , AB53 8RD , 01651 891247 
 Aberdeenshire , Mintlaw Primary School , Longside Road , Mintlaw , ABERDEENSHIRE , AB42 5EJ , 01771 623549 
 Aberdeenshire , New Deer School , New Deer , Turriff , ABERDEENSHIRE , AB53 6TB , 01771 644265 
 Aberdeenshire , New Pitsligo & St John's School , School Street , New Pitsligo Fraserburgh , ABERDEENSHIRE , AB43 6NE , 01771 653232 
 Aberdeenshire , Rosehearty School , Pitsligo Street , Rosehearty , ABERDEENSHIRE , AB43 7JL , 01346 571230 
 Aberdeenshire , Strichen School , North Street , Strichen Fraserburgh , ABERDEENSHIRE , AB43 6SX , 01771 637250 
 Aberdeenshire , Pitfour School , Newlands Road , Mintlaw , PETERHEAD , AB42 5GP , 01771 622855 
 Aberdeenshire , Dales Park School , Berryden Road , Peterhead , ABERDEENSHIRE , AB42 2GD , 01779 477133 
 Aberdeenshire , Lochpots School , Robertson Road , Fraserburgh , ABERDEENSHIRE , AB43 9BF , 01346 515751 
 Aberdeenshire , Markethill School , Baden Powell Road , Turriff , ABERDEENSHIRE , AB53 4FA , 01888 562828 
 Aberdeenshire , Alford Primary School , Alford Community Campus , Greystone Road , ALFORD , AB33 8TY , 019755 62395 
 Aberdeenshire , Arnage School , Auchnagatt , Ellon , ABERDEENSHIRE , AB41 8UX , 01358 701233 
 Aberdeenshire , Balmedie School , Forsyth Road , Balmedie , ABERDEENSHIRE , AB23 8YW , 01358 742474 
 Aberdeenshire , Barthol Chapel School , St Katherine's , Inverurie , ABERDEENSHIRE , AB51 8TD , 01651 806227 
 Aberdeenshire , Cairney School , Cairnie , By Huntly , ABERDEENSHIRE , AB54 4TQ , 01466 760202 
 Aberdeenshire , Chapel Of Garioch School , Chapel Of Garioch , Pitcaple Inverurie , ABERDEENSHIRE , AB51 5HH , 01467 681227 
 Aberdeenshire , Clatt School , Clatt , Huntly , ABERDEENSHIRE , AB54 4NY , 01464 831243 
 Aberdeenshire , Cluny School , Sauchen , Inverurie , ABERDEENSHIRE , AB51 7JQ , 01330 833204 
 Aberdeenshire , Craigievar School , Whitehouse , Alford , ABERDEENSHIRE , AB33 8JE , 019755 81204 
 Aberdeenshire , Cultercullen School , Udny , Ellon , ABERDEENSHIRE , AB41 6QQ , 01651 842229 
 Aberdeenshire , Daviot School , Daviot , Inverurie , ABERDEENSHIRE , AB51 0HZ , 01467 671216 
 Aberdeenshire , Drumblade School , Drumblade , Huntly , ABERDEENSHIRE , AB54 6EQ , 01466 740228 
 Aberdeenshire , Dunecht School , Dunecht , Westhill , ABERDEENSHIRE , AB32 7BA , 01330 860243 
 Aberdeenshire , Echt School , Echt , Skene , ABERDEENSHIRE , AB32 6UL , 01330 860510 
 Aberdeenshire , Ellon Primary School , Modley Place , Ellon , ABERDEENSHIRE , AB41 9BB , 01358 720692 
 Aberdeenshire , Auchterellon School , Millwood Road , Ellon , ABERDEENSHIRE , AB41 9FA , 01358 720863 
 Aberdeenshire , Forgue School , Forgue , Huntly , ABERDEENSHIRE , AB54 6DQ , 01466 730232 
 Aberdeenshire , Foveran School , Main Road , Foveran , ELLON ABERDEENSHIRE , AB41 6AZ , 01358 789219 
 Aberdeenshire , Gartly School , Park Lane , Gartly by Huntly , ABERDEENSHIRE , AB54 4QF , 01466 720270 
 Aberdeenshire , Glass School , Glass , Huntly , ABERDEENSHIRE , AB54 4YA , 01466 700210 
 Aberdeenshire , Hatton (Fintray) School , Station Road , Hatton of Fintray , DYCE , AB21 0YG , 01224 791221 
 Aberdeenshire , Gordon Primary School , Huntly , Aberdeenshire , -   , AB54 4SE , 01466 792550 
 Aberdeenshire , Inverurie Market Place School , Market Place , Inverurie , ABERDEENSHIRE , AB51 3XN , 01467 620451 
 Aberdeenshire , Keig School , Keig , Alford , ABERDEENSHIRE , AB33 8BH , 019755 62567 
 Aberdeenshire , Keithhall School , Keithhall , Inverurie , ABERDEENSHIRE , AB51 0LX , 01467 620497 
 Aberdeenshire , Kennethmont School , Kennethmont , Huntly , ABERDEENSHIRE , AB54 4NP , 01464 831226 
 Aberdeenshire , Largue School , Forgue , Huntly , ABERDEENSHIRE , AB54 6HS , 01464 871225 
 Aberdeenshire , Logie Durno School , Pitcaple , Inverurie , ABERDEENSHIRE , AB51 5EN , 01467 681224 
 Aberdeenshire , Lumsden School , Lumsden , Huntly , ABERDEENSHIRE , AB54 4JR , 01464 861703 
 Aberdeenshire , Meldrum School , Meadowbank , Oldmeldrum Inverurie , ABERDEENSHIRE , AB51 0BF , 01651 871100 
 Aberdeenshire , Methlick School , Methlick , Ellon , ABERDEENSHIRE , AB41 7DS , 01651 806203 
 Aberdeenshire , Midmar School , Sauchen , Inverurie , ABERDEENSHIRE , AB51 7PQ , 01330 833244 
 Aberdeenshire , Monymusk School , Monymusk , Inverurie , ABERDEENSHIRE , AB51 7HJ , 01467 651254 
 Aberdeenshire , Newburgh Mathers School , School Road , Newburgh Ellon , ABERDEENSHIRE , AB41 6BT , 01358 789283 
 Aberdeenshire , New Machar School , 7 School Road , Newmachar , ABERDEENSHIRE , AB21 0WB , 01651 862245 
 Aberdeenshire , Old Rayne School , Old Rayne , Insch Inverurie , ABERDEENSHIRE , AB52 6RY , 01464 851213 
 Aberdeenshire , Oyne School , Oyne , Insch , ABERDEENSHIRE , AB52 6QT , 01464 851232 
 Aberdeenshire , Pitmedden School , Pitmedden , Ellon , ABERDEENSHIRE , AB41 7NY , 01651 842374 
 Aberdeenshire , Port Elphinstone School , School Road , Port Elphinstone Inverurie , ABERDEENSHIRE , AB51 3XJ , 01467 621277 
 Aberdeenshire , Premnay School , Premnay , Insch , ABERDEENSHIRE , AB52 6QA , 01464 820201 
 Aberdeenshire , Rayne North School , Meikle Wartle , Inverurie , ABERDEENSHIRE , AB51 5BY , 01464 851218 
 Aberdeenshire , Rhynie School , Essie Road , Rhynie Huntly , ABERDEENSHIRE , AB54 4GF , 01464 861257 
 Aberdeenshire , Skene School , Skene , Aberdeenshire , -   , AB32 6YJ , 01224 743242 
 Aberdeenshire , Slains School , Collieston , Ellon , ABERDEENSHIRE , AB41 8SA , 01358 751202 
 Aberdeenshire , Strathdon School , Strathdon , Aberdeenshire , -   , AB36 8UR , 019756 51224 
 Aberdeenshire , Tipperty School , Logie Road , Tipperty Ellon , ABERDEENSHIRE , AB41 8LT , 01358 720344 
 Aberdeenshire , Tough School , Tough , Alford , ABERDEENSHIRE , AB33 8ES , 01975 562502 
 Aberdeenshire , Towie School , Glenkindie , Alford , ABERDEENSHIRE , AB33 8RN , 019756 41247 
 Aberdeenshire , Tullynessle School , Tullynessle , Alford , ABERDEENSHIRE , AB33 8QN , 019755 62365 
 Aberdeenshire , Udny Green School , Udny Green , Ellon , ABERDEENSHIRE , AB41 7RS , 01651 842376 
 Aberdeen City , Riverbank School , Dill Road , Tillydrone , ABERDEEN , AB24 2XL , 01224 483 217 
 Aberdeenshire , Westhill Primary School , Westhill Drive , Westhill , ABERDEENSHIRE , AB32 6FY , 01224 740225 
 Aberdeen City , Westpark School , Cruden Crescent , Northfield , ABERDEEN , AB16 7JD , 01224 692 323 
 Aberdeenshire , Kemnay Primary School , Grove Road , Kemnay Inverurie , ABERDEENSHIRE , AB51 5RA , 01467 642259 
 Aberdeen City , Heathryburn School , Howes Road , -   , ABERDEEN , AB16 7RW , 01224 788180 
 Aberdeenshire , Insch School , Alexander Street , Insch , ABERDEENSHIRE , AB52 6JH , 01464 820252 
 Aberdeenshire , Strathburn School , Strathburn Gardens , Inverurie , ABERDEENSHIRE , AB51 4RY , 01467 621143 
 Aberdeenshire , Kintore School , Castle Walk , Kintore , ABERDEENSHIRE , AB51 0RU , 01467 634380 
 Aberdeenshire , Kellands School , Upper Manse Road , Inverurie , ABERDEENSHIRE , AB51 3YH , 01467 620153 
 Aberdeenshire , Kinellar School , c/o Midmill School @ Carnie Road ,  Kintore , INVERURIE , AB51 0QH , 01224 472888 
 Aberdeenshire , Alehousewells School , Bremner Way , Kemnay Inverurie , ABERDEENSHIRE , AB51 5FW , 01467 642247 
 Aberdeenshire , Crombie School , Hays Way , Westhill Skene , ABERDEENSHIRE , AB32 6XZ , 01224 740900 
 Aberdeenshire , Meiklemill School , Provost Davidson Drive , Ellon , ABERDEENSHIRE , AB41 9BQ , 01358 721852 
 Aberdeenshire , Tarves School , Duthie Road , Tarves Ellon , ABERDEENSHIRE , AB41 7JX , 01651 851247 
 Aberdeenshire , Elrick School , Rowan Drive , Westhill , ABERDEENSHIRE , AB32 6QB , 01224 741900 
 Aberdeen City , Braehead School , Braehead Way , Bridge Of Don , ABERDEEN , AB22 8RR , 01224 702330 
 Aberdeen City , Scotstown School , Scotstown Road , Bridge Of Don , ABERDEEN , AB22 8HH , 01224 703331 
 Aberdeen City , Culter School , 22 School Road , Peterculter , ABERDEEN , AB14 0RX , 01224 733197 
 Aberdeen City , Cults Primary School , Earlswells Road , Cults , ABERDEEN , AB15 9RG , 01224 869221 
 Aberdeen City , Dyce Primary School , Gordon Terrace , Dyce , ABERDEEN , AB21 7BD , 01224 772220 
 Aberdeen City , Kingswells Primary School , Kingswells Avenue , Kingswells , ABERDEEN , AB15 8TG , 01224 740262 
 Aberdeen City , Milltimber School , Monearn Gardens , Milltimber , ABERDEEN , AB13 0DX , 01224 732517 
 Aberdeen City , Stoneywood School , Stoneywood Road , Stoneywood , ABERDEEN , AB21 9HY , 01224 712720 
 Aberdeen City , Glashieburn School , Jesmond Drive , Bridge Of Don , ABERDEEN , AB22 8UR , 01224 704476 
 Aberdeen City , Middleton Park School , Jesmond Drive , Bridge Of Don , ABERDEEN , AB22 8UR , 01224 820873 
 Aberdeen City , Abbotswell School , Faulds Gate , Kincorth , ABERDEEN , AB12 5QX , 01224 872714 
 Aberdeen City , Airyhall School , Countesswells Road , Aberdeen , -   , AB15 8AD , 01224 498050 
 Aberdeen City , Ashley Road School , 45 Ashley Road , Aberdeen , -   , AB10 6RU , 01224 588732 
 Aberdeen City , Bramble Brae School , Cummings Park Drive , Aberdeen , -   , AB16 7BL , 01224 692618 
 Aberdeen City , Broomhill School , Gray Street , Aberdeen , -   , AB10 6JF , 01224 315487 
 Aberdeen City , Cornhill School , Cornhill Drive , Aberdeen , -   , AB16 5BL , 01224 483234 
 Aberdeen City , Fernielea School , Stronsay Place , Aberdeen , -   , AB15 6HD , 01224 318533 
 Aberdeen City , Ferryhill School , 31 Caledonian Place , Aberdeen , -   , AB11 6TT , 01224 586755 
 Aberdeen City , Hanover Street School , Beach Boulevard , -   , ABERDEEN , AB24 5HN , 01224 569880 
 Aberdeen City , Hazlehead Primary School , Provost Graham Avenue , Aberdeen , -   , AB15 8HB , 01224 498120 
 Aberdeen City , Holy Family RC School , Summerhill Terrace , Aberdeen , -   , AB15 6HE , 01224 316446 
 Aberdeen City , Mile End School , Mid Stocket Road , -   , ABERDEEN , AB15 5LT , 01224 498140 
 Aberdeen City , Kittybrewster School , Great Northern Road , Aberdeen , -   , AB24 3QG , 01224 484451 
 Aberdeen City , Kirkhill School , Cairngorm Gardens , Kincorth , ABERDEEN , AB12 5BS , 01224 874439 
 Aberdeen City , Muirfield School , Mastrick Drive , Aberdeen , -   , AB16 6UE , 01224 694958 
 Aberdeen City , Quarryhill School , Birkhall Parade , Aberdeen , -   , AB16 5QT , 01224 692390 
 Aberdeen City , Skene Square School , 61 Skene Square , Aberdeen , -   , AB25 2UN , 01224 630493 
 Aberdeen City , Seaton School , Seaton Place East , Aberdeen , -   , AB24 1XE , 01224 277920 
 Aberdeen City , Gilcomstoun School , Skene Street , Aberdeen , -   , AB10 1PG , 01224 642722 
 Aberdeen City , Manor Park School , Danestone Circle , Middlefield , ABERDEEN , AB16 7YB , 01224 812060 
 Aberdeen City , Kingsford School , Kingsford Road , Aberdeen , -   , AB16 6PQ , 01224 693554 
 Aberdeen City , St Joseph's RC School , 5 Queen's Road , Aberdeen , -   , AB15 4YL , 01224 322730 
 Aberdeen City , St Peter's RC School , 74 Dunbar Street , Aberdeen , -   , AB24 3UJ , 01224 485611 
 Aberdeen City , Sunnybank School , Sunnybank Road , Aberdeen , -   , AB24 3NJ , 01224 261700 
 Aberdeen City , Tullos School , Girdleness Road , Torry , ABERDEEN , AB11 8FJ , 01224 876621 
 Aberdeen City , Walker Road School , Walker Road , Aberdeen , -   , AB11 8DL , 01224 879720 
 Aberdeen City , Woodside School , Clifton Road , Aberdeen , -   , AB24 4EA , 01224 484778 
 Aberdeen City , Kaimhill Primary School , Pitmedden Terrace , Aberdeen , -   , AB10 7HR , 01224 498150 
 Aberdeen City , Loirston School , Loirston Avenue , Cove Bay , ABERDEEN , AB12 3HE , 01224 897686 
 Aberdeen City , Forehill School , Jesmond Drive , Bridge Of Don , ABERDEEN , AB22 8UR , 01224 820904 
 Aberdeen City , Danestone Primary School , Fairview Brae , Danestone Bridge of Don , ABERDEEN , AB22 8ZN , 01224 825062 
 Aberdeen City , Charleston School , Charleston Road , Cove , ABERDEEN , AB12 3FH , 01224 249349 
 Aberdeen City , Greenbrae School , Greenbrae Crescent , Bridge Of Don , ABERDEEN , AB23 8NJ , 01224 704447 
 Aberdeenshire , Banchory-Devenick School , Banchory-Devenick , Aberdeen , -   , AB12 5XQ , 01224 875237 
 Aberdeenshire , Bervie School , Church Street , Inverbervie , ANGUS , DD10 0RU , 01561 361312 
 Aberdeenshire , Catterline School , Catterline , Stonehaven , KINCARDINESHIRE , AB39 2UL , 01569 750307 
 Aberdeenshire , Crathes School , Crathes , Banchory , KINCARDINESHIRE , AB31 5QR , 01330 844505 
 Aberdeenshire , Dunnottar School , High Street , Stonehaven , KINCARDINESHIRE , AB39 2JN , 01569 762414 
 Aberdeenshire , Fettercairn School , Distillery Road , Fettercairn Laurencekirk , KINCARDINESHIRE , AB30 1YB , 01561 340250 
 Aberdeenshire , Auchenblae School , Auchenblae , Fordoun , KINCARDINESHIRE , AB30 1WQ , 01561 320249 
 Aberdeenshire , Glenbervie School , Drumlithie , Stonehaven , KINCARDINESHIRE , AB39 3YS , 01569 740236 
 Aberdeenshire , Gourdon School , McGill Terrace , Gourdon , MONTROSE , DD10 0LU , 01561 361261 
 Aberdeenshire , Johnshaven School , Seaview Terrace , Johnshaven by Montrose , ANGUS , DD10 0HF , 01561 362224 
 Aberdeenshire , Kinneff School , Kinneff , Inverbervie , MONTROSE , DD10 0SZ , 01569 750234 
 Aberdeenshire , Luthermuir School , Luthermuir , Laurencekirk , KINCARDINESHIRE , AB30 1QA , 01674 840304 
 Aberdeenshire , Marykirk School , Kirktonhill Road , Marykirk , LAURENCEKIRK , AB30 1UZ , 01674 840200 
 Aberdeenshire , Hill of Banchory School , Firbrae , Hill of Banchory South , BANCHORY , AB31 5ZT , 01330 825500 
 Aberdeenshire , Newtonhill School , St Michael's Road , Newtonhill Stonehaven , KINCARDINESHIRE , AB39 3XW , 01569 730597 
 Aberdeenshire , Portlethen Primary School , Cookston Road , Portlethen , ABERDEENSHIRE , AB12 4PT , 01224 780238 
 Aberdeenshire , Redmyre School , Fordoun , Laurencekirk , ABERDEENSHIRE , AB30 1NP , 01561 320431 
 Aberdeenshire , St Cyrus School , Beach Road , St Cyrus Montrose , ANGUS , DD10 0BJ , 01674 850215 
 Aberdeenshire , Arduthie School , Arduthie Road , Stonehaven , KINCARDINESHIRE , AB39 2DP , 01569 762996 
 Aberdeenshire , Strachan School , Strachan , Banchory , KINCARDINESHIRE , AB31 6NN , 01330 850231 
 Aberdeenshire , Durris School , Durris , Banchory , KINCARDINESHIRE , AB31 6BH , 01330 811457 
 Aberdeenshire , Aboyne Primary School , Morven Plance , Aboyne , ABERDEENSHIRE , AB34 5JN , 013398 86638 
 Aberdeenshire , Ballater School , Monaltrie Crescent , Ballater , ABERDEENSHIRE , AB35 5RN , 013397 55419 
 Aberdeenshire , Braemar School , School Road , Braemar , ABERDEENSHIRE , AB35 5ZS , 013397 41250 
 Aberdeenshire , Crathie School , Crathie , Ballater , ABERDEENSHIRE , AB35 5UL , 013397 42276 
 Aberdeenshire , Drumoak School , James Gregory Road , Drumoak , BANCHORY , AB31 5DY , 01330 811221 
 Aberdeenshire , Finzean School , Finzean , By Banchory , ABERDEENSHIRE , AB31 6NY , 01330 850201 
 Aberdeenshire , Kincardine O'Neil School , North Deeside Road , Kincardine O'Neil , ABERDEENSHIRE , AB34 5AA , 01339 884213 
 Aberdeenshire , Logie Coldstone School , Dinnet , Aboyne , ABERDEENSHIRE , AB34 5PQ , 01339 881272 
 Aberdeenshire , Lumphanan School , Lumphanan , -   , ABERDEENSHIRE , AB31 4SE , 013398 83252 
 Aberdeenshire , Tarland School , School Road , Tarland , ABERDEENSHIRE , AB34 4UU , 013398 81204 
 Aberdeenshire , Torphins School , Beltie Road , Torphins , BANCHORY , AB31 4JT , 013398 82269 
 Aberdeenshire , Mill O'Forest School , Woodview Place , Stonehaven , KINCARDINESHIRE , AB39 2TD , 01569 763561 
 Aberdeenshire , Banchory Primary School , Arbeadie Road , Banchory , KINCARDINESHIRE , AB31 4EH , 01330 823351 
 Aberdeenshire , Fishermoss School , Berrymuir Road , Portlethen , ABERDEENSHIRE , AB12 4UF , 01224 782277 
 Aberdeenshire , Laurencekirk School , Frain Drive , Laurencekirk , ABERDEENSHIRE , AB30 1EG , 01561 378588 
 Angus , Woodlands Primary School , Queen Street , Carnoustie , -   , DD7 7SU , 01241 803566/7 
 Angus , Aberlemno Primary School , School Road , Aberlemno , FORFAR , DD8 3PE , 01307 473680 
 Angus , Airlie Primary School , Kirkton Road , Airlie , KIRRIEMUIR , DD8 5NP , 01575 530254 
 Angus , Arbirlot Primary School , Arbirlot , By Arbroath , -   , DD11 2PZ , 01241 438185 
 Angus , Hayshead Primary School , St Abb's Road , Arbroath , -   , DD11 5AB , 01241 438111 
 Angus , Inverbrothock Primary School , East Kirkton Road , Arbroath , -   , DD11 4GR , 01241 435333/4 
 Angus , Ladyloan Primary School , Millgate Loan , Arbroath , -   , DD11 1LX , 01241 438123 
 Angus , Burnside Primary School , Thomas Street , Carnoustie , -   , DD7 7JZ , 01241 803472/3 
 Angus , Muirfield Primary School , School Road , Arbroath , -   , DD11 2LU , 01241 438360 
 Angus , St Thomas' RC Primary School , Seaton Road , Arbroath , -   , DD11 5DT , 01241 438138 
 Angus , Timmergreens Primary School , Emislaw Drive , Arbroath , -   , DD11 2HJ , 01241 435330 
 Angus , Warddykes Primary School , Brechin Road , Arbroath , -   , DD11 4AN , 01241 438133 
 Angus , Whitehills Primary School , Fyfe Street , Forfar , -   , DD8 3EQ , 01307 473170/4 
 Angus , Andover Primary School , 50A Drumachlie Park , Brechin , -   , DD9 7BU , 01356 627427 
 Angus , Maisondieu Primary School , St Andrew's Street , Brechin , -   , DD9 6JJ , 01356 627444 
 Angus , Carmyllie Primary School , Redford , Carmyllie , ARBROATH , DD11 2RD , 01241 438148 
 Angus , Colliston Primary School , Colliston , By Arbroath , -   , DD11 3RR , 01241 438163 
 Angus , Cortachy Primary School , Cortachy , By Kirriemuir , -   , DD8 4LX , 01575 540217 
 Angus , Isla Primary School , Peel Farm , Lintrathen , KIRRIEMUIR , DD8 5JJ , 01575 577110 
 Angus , Eassie Primary School , Eassie , by Glamis , FORFAR , DD8 1SQ , 01307 840321 
 Angus , Edzell Primary School , High Street , Edzell , BRECHIN , DD9 7TA , 01356 648245 
 Angus , Ferryden Primary School , Craig Crescent , Ferryden , MONTROSE , DD10 9RF , 01674 662626 
 Angus , Strathmore Primary School , St James Road , Forfar , -   , DD8 1LE , 01307 473377 
